path,bucket,proposed_owner,topic,basis,reason,resolution
src/elspeth/web/frontend/src/components/workspace/PipelineSpecView.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspaceActionBar.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspaceActionBar.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspaceInspector.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspaceInspector.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspacePaneContext.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspacePaneContext.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspaceSeparator.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/WorkspaceSeparator.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/scrollOwners.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/scrollOwners.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/specRouting.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/specRouting.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/useCollapsedAuthoringStatus.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/useCollapsedAuthoringStatus.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/useWorkspacePaneState.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/useWorkspacePaneState.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/workspace.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/workspaceChrome.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/workspaceStatus.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/workspaceStatus.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/components/workspace/workspaceTypes.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/config/composer.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/config/composer.ts,deconflict,theirs,T12,B03,R32,X12
src/elspeth/web/frontend/src/contexts/ReadOnlyContext.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/contexts/ReadOnlyContext.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useAuth.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useAutoResumeSession.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useAutoResumeSession.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useComposer.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useComposer.ts,deconflict,theirs,T12,B03,R36,X12
src/elspeth/web/frontend/src/hooks/useDocumentTitle.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useDocumentTitle.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useFocusTrap.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useFocusTrap.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useHashRouter.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useHashRouter.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useInterpretationResolver.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useInterpretationResolver.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useNarrativeMode.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useNarrativeMode.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useRecoveryPanel.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useRecoveryPanel.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useSession.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useSession.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useSharedToken.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useSharedToken.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useTheme.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useTheme.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/hooks/useWebSocket.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/auditReadinessFreshness.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/auditReadinessFreshness.ts,deconflict,theirs,T07,B03,R15,X09
src/elspeth/web/frontend/src/lib/composer-events.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/compositionContent.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/compositionContent.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/graphTopology.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/graphTopology.ts,deconflict,theirs,T07,B03,R99,X09
src/elspeth/web/frontend/src/lib/validationHumaniser.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/lib/validationHumaniser.ts,deconflict,theirs,T07,B03,R66,X09
src/elspeth/web/frontend/src/main.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/__fixtures__/pluginPolicyMatrix.json,deconflict,theirs,T19,B03,R69,X18
src/elspeth/web/frontend/src/stores/auditReadinessStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/auditReadinessStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/authStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/authStore.ts,deconflict,theirs,T23,B03,R23,X23
src/elspeth/web/frontend/src/stores/blobStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/blobStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/executionStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/executionStore.ts,deconflict,theirs,T12,B03,R42,X12
src/elspeth/web/frontend/src/stores/guidedOperationRetry.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/guidedOperationRetry.ts,deconflict,theirs,T12,B03,R78,X12
src/elspeth/web/frontend/src/stores/guidedReviewedComponents.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/guidedReviewedComponents.ts,deconflict,theirs,T07,B03,R103,X09
src/elspeth/web/frontend/src/stores/inlineSourceStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/inlineSourceStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/interpretationEventsStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/interpretationEventsStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/pluginCatalogStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/pluginCatalogStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/preferencesStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/preferencesStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/secretsStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/sessionStore.guided.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/sessionStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/sessionStore.ts,deconflict,theirs,T12,B03,R40,X12
src/elspeth/web/frontend/src/stores/shareableReviewStore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/shareableReviewStore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/subscriptions.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/stores/subscriptions.ts,deconflict,theirs,T12,B03,R44,X12
src/elspeth/web/frontend/src/styles/animations.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/base.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/buttonCascade.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/classNames.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/colorContrast.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/common.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/completionSurface.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/fonts.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/index.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/inputPrimitives.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/overlayChrome.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/primitiveGeometry.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/shared.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/statusBadgeAccessibility.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/surfaceElevation.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/themeInit.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/themes.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/tokenContracts.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/tokenReferences.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/tokens.css,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/styles/tokens.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/a11y/axe-config.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/a11y/components.a11y.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/a11y/setup.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/composerFixtures.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/defaultDomPins.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/defaultDomPins.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/fixtures/redacted-tool-arguments.json,deconflict,theirs,T19,B03,R57,X18
src/elspeth/web/frontend/src/test/guided-fixtures.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/inlineSourceIntegration.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/interpretationIntegration.test.tsx,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/node-fs.d.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/playwrightConfig.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/redactedArgumentFixture.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/setup.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/test/store-helpers.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/types/api.ts,deconflict,theirs,T09,B03,R60,X08
src/elspeth/web/frontend/src/types/guided.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/types/guided.ts,deconflict,theirs,T09,B03,R71,X08
src/elspeth/web/frontend/src/types/index.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/types/index.ts,deconflict,theirs,T09,B03,R59,X08
src/elspeth/web/frontend/src/types/interpretation.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/types/interpretation.ts,deconflict,theirs,T09,B03,R72,X08
src/elspeth/web/frontend/src/types/recovery.ts,deconflict,theirs,T09,B03,R48,X08
src/elspeth/web/frontend/src/types/runStatus.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/compositionState.ts,deconflict,theirs,T07,B03,R28,X09
src/elspeth/web/frontend/src/utils/contentStructure.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/contentStructure.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/deployBeacon.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/deployBeacon.ts,deconflict,theirs,T06,B03,R34,X07
src/elspeth/web/frontend/src/utils/fuzzyScore.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/fuzzyScore.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/motion.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/motion.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/plural.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/plural.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/redactedArguments.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/utils/redactedArguments.ts,deconflict,theirs,T07,B03,R76,X09
src/elspeth/web/frontend/src/utils/time.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/src/vite-env.d.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/README.md,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/aws-ecs-oidc.staging.spec.ts,deconflict,theirs,T08,B03,R55,X06
src/elspeth/web/frontend/tests/e2e/browser-document-headers.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/catalog-reshape.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/compose-happy-path.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-ab-live.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-capability-parity.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-freeform-live.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-guided-ab-live.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-guided-live.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-guided.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-preferences.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-proposals.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-reflow.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace-accessibility.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace-geometry.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace-graph-keyboard.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/checks-open-1280x720-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/collapsed-authoring-1280x720-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/guided-decision-1536x760-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/guided-decision-1920x1080-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/populated-freeform-1280x720-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/populated-freeform-1536x760-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/populated-freeform-1920x1080-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/populated-freeform-1920x900-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/populated-freeform-1920x930-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/populated-freeform-2560x1280-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/composer-workspace.visual.spec.ts-snapshots/tall-dialog-1280x720-chromium-linux.png,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/empty-run-discard-warning.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/guided-collector.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/README.md,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/aggregate.mjs,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/classify.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/classify.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/composer-visual-oracle.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/guided-driver.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/guided-driver.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/oidc-evidence.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/oidc-evidence.ts,deconflict,theirs,T08,B03,R75,X06
src/elspeth/web/frontend/tests/e2e/harness/oidc-redacting-reporter.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/oidc-redacting-reporter.ts,deconflict,theirs,T08,B03,R84,X06
src/elspeth/web/frontend/tests/e2e/harness/planner-efficiency.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/prompt-and-rubric.ts,deconflict,theirs,T08,B03,R46,X06
src/elspeth/web/frontend/tests/e2e/harness/staging-tutorial-driver.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/transition-ledger.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/transition-ledger.ts,deconflict,theirs,T08,B03,R17,X06
src/elspeth/web/frontend/tests/e2e/harness/tutorial-planner-shape.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/tutorial-planner-shape.ts,deconflict,theirs,T08,B03,R79,X06
src/elspeth/web/frontend/tests/e2e/harness/types.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/harness/workspace-setup.test.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/header-shell.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/helpers/api.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/helpers/guided-entry.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/helpers/transition-ledger-recorder.ts,deconflict,theirs,T08,B03,R61,X06
src/elspeth/web/frontend/tests/e2e/helpers/tutorial-harness.ts,deconflict,theirs,T08,B03,R89,X06
src/elspeth/web/frontend/tests/e2e/helpers/workspace-assertions.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/helpers/workspace-fixtures.ts,deconflict,theirs,T19,B03,R65,X18
src/elspeth/web/frontend/tests/e2e/helpers/workspace-setup.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/llm-provider-schema.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/mandatory-fields.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/modal-flow.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/page-objects/catalog-page.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/page-objects/composer-page.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/release-smoke.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/schema-preview-parity.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/setup/global-setup.ts,deconflict,theirs,T06,B03,R43,X07
src/elspeth/web/frontend/tests/e2e/setup/staging-global-setup.ts,deconflict,theirs,T06,B03,R114,X07
src/elspeth/web/frontend/tests/e2e/smoke.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/topology.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/tutorial-probe.staging.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/tutorial-reliability.staging.spec.ts,deconflict,theirs,T08,B03,R68,X06
src/elspeth/web/frontend/tests/e2e/tutorial.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tests/e2e/yaml-export-roundtrip.spec.ts,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tsconfig.app.json,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tsconfig.e2e.json,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tsconfig.json,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tsconfig.oidc.json,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tsconfig.test.json,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/tsconfig.workspace-e2e.json,theirs,theirs,T02,B02,R02,X02
src/elspeth/web/frontend/vite.config.ts,deconflict,theirs,T06,B03,R52,X07
src/elspeth/web/interpretation_state.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/key_derivation.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/landscape_access.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/middleware/__init__.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/middleware/instance_identity.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/middleware/rate_limit.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/middleware/request_id.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/operator_telemetry.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/paths.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/__init__.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/availability.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/compiler.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/coverage.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/models.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/profiles.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/plugin_policy/validation.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/preferences/__init__.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/preferences/models.py,deconflict,mine,T05,B03,R81,X05
src/elspeth/web/preferences/routes.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/preferences/service.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/provider_config_policy.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/readiness.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/schema_probe.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/__init__.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/ref_policy.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/routes.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/schemas.py,deconflict,mine,T05,B03,R102,X05
src/elspeth/web/secrets/server_store.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/service.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/user_store.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/secrets/wiring_policy.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/session_operation_handlers.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/__init__.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/_auto_title.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/_guided_step_chat.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/_persist_payload.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/archive_quarantine.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/audit_story_models.py,deconflict,mine,T05,B03,R19,X05
src/elspeth/web/sessions/audit_story_service.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/converters.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/dead_site_supersession.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/engine.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/guided_audit.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/guided_operations.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/guided_payloads.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/guided_replay.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/identity_repository.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/locking.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/models.py,mine,mine,T01,B01,R01,X01
src/elspeth/web/sessions/ownership.py,mine,mine,T01,B01,R01,X01
